front_rim_distance,sensor_height,diameter,ddr,dp,cr,negative_points
15.0,1.0,8.0,0.31000000000000005,0.1,0.06588784859709455,2.4
15.0,1.0,8.0,0.32000000000000006,0.0,0.0,2.7
15.0,1.0,8.0,0.33,0.2,0.19835229953974282,3.2
15.0,1.0,8.0,0.34,0.2,0.12114492144501914,3.2
15.0,1.0,8.0,0.35000000000000003,0.3,0.2728360010942604,3.3
15.0,1.0,8.0,0.36000000000000004,0.4,0.3763713067497785,3.5
15.0,1.0,8.0,0.37000000000000005,0.7,0.5654354028038849,4.1
15.0,1.0,8.0,0.38000000000000006,0.5,0.3160577375713678,3.6
15.0,1.0,8.0,0.39000000000000007,0.8,0.6620137321406322,4.2
15.0,1.0,8.0,0.4000000000000001,0.9,0.6732036207465698,4.4
15.0,1.0,8.0,0.4100000000000001,1.0,0.6656014574537829,4.6
15.0,1.0,8.0,0.42000000000000004,1.0,0.8250848670157369,4.8
15.0,1.0,8.0,0.43000000000000005,0.9,0.7877343781707793,4.4
15.0,1.0,8.0,0.44000000000000006,1.0,0.8154880402562554,4.7
15.0,1.0,8.0,0.45000000000000007,0.9,0.6740783764305553,4.4
15.0,1.0,8.0,0.4600000000000001,1.0,0.8202331010801922,4.7
15.0,1.0,8.0,0.4700000000000001,0.9,0.7548621698806741,4.7
15.0,1.0,8.0,0.4800000000000001,1.0,0.8133369123861224,4.8
15.0,1.0,8.0,0.49000000000000005,1.0,0.8759560801846549,5.0
15.0,1.0,8.0,0.5000000000000001,1.0,0.7523708175428175,4.8
15.0,1.0,10.0,0.05,0.0,0.0,0.0
15.0,1.0,10.0,0.060000000000000005,0.8,0.38013787571532787,3.8
15.0,1.0,10.0,0.07,1.0,0.8189272531262546,7.0
15.0,1.0,10.0,0.08000000000000002,1.0,0.8541177245791864,8.8
15.0,1.0,10.0,0.09000000000000001,1.0,0.9087258304955326,9.1
15.0,1.0,10.0,0.1,1.0,0.9080039015190264,10.8
15.0,1.0,10.0,0.11000000000000001,1.0,0.9102556974772191,11.0
15.0,1.0,10.0,0.12000000000000001,1.0,0.9370353144344392,11.1
15.0,1.0,10.0,0.13,1.0,0.9110332887243755,11.6
15.0,1.0,10.0,0.14,1.0,0.9315562460533438,12.3
15.0,1.0,10.0,0.15000000000000002,1.0,0.9486251253688772,13.0
15.0,1.0,10.0,0.16000000000000003,1.0,0.9401877478583648,13.0
15.0,1.0,10.0,0.17000000000000004,1.0,0.9429184359584962,13.0
15.0,1.0,10.0,0.18000000000000005,1.0,0.9361434832363049,13.0
15.0,1.0,10.0,0.19,1.0,0.9346212624114478,13.0
15.0,1.0,10.0,0.2,1.0,0.9316496690391054,13.0
15.0,1.0,10.0,0.21000000000000002,1.0,0.9574942227036228,13.0
15.0,1.0,10.0,0.22000000000000003,1.0,0.9487727353092212,13.0
15.0,1.0,10.0,0.23000000000000004,1.0,0.9585040680616954,13.2
15.0,1.0,10.0,0.24000000000000005,1.0,0.9496569557561028,13.2
15.0,1.0,10.0,0.25000000000000006,1.0,0.9616657234201563,13.5
15.0,1.0,10.0,0.26000000000000006,1.0,0.9656337207717444,13.9
15.0,1.0,10.0,0.27,1.0,0.9636817110931105,13.8
15.0,1.0,10.0,0.28,1.0,0.9679064712086181,14.4
15.0,1.0,10.0,0.29000000000000004,1.0,0.9714288270746041,14.6
15.0,1.0,10.0,0.30000000000000004,1.0,0.962239277404899,14.2
15.0,1.0,10.0,0.31000000000000005,1.0,0.9701673891431863,15.0
15.0,1.0,10.0,0.32000000000000006,1.0,0.9628118327682177,15.0
15.0,1.0,10.0,0.33,1.0,0.9656495851314771,14.9
15.0,1.0,10.0,0.34,1.0,0.9683516142762156,15.0
15.0,1.0,10.0,0.35000000000000003,1.0,0.9697481082150958,15.0
15.0,1.0,10.0,0.36000000000000004,1.0,0.9722630428103857,15.0
15.0,1.0,10.0,0.37000000000000005,1.0,0.9670574314012843,15.0
15.0,1.0,10.0,0.38000000000000006,1.0,0.9769628024206275,15.0
15.0,1.0,10.0,0.39000000000000007,1.0,0.9728842584320423,15.0
15.0,1.0,10.0,0.4000000000000001,1.0,0.971792277183129,15.0
15.0,1.0,10.0,0.4100000000000001,1.0,0.9743036029926607,15.0
15.0,1.0,10.0,0.42000000000000004,1.0,0.9690413381536281,15.0
15.0,1.0,10.0,0.43000000000000005,1.0,0.9704797745792652,15.0
15.0,1.0,10.0,0.44000000000000006,1.0,0.9765484767151668,15.0
15.0,1.0,10.0,0.45000000000000007,1.0,0.9792484888360337,15.0
15.0,1.0,10.0,0.4600000000000001,1.0,0.9811163855142937,15.0
15.0,1.0,10.0,0.4700000000000001,1.0,0.9742733939324818,15.0
15.0,1.0,10.0,0.4800000000000001,1.0,0.9751238499801913,15.0
15.0,1.0,10.0,0.49000000000000005,1.0,0.9599761038535037,15.0
15.0,1.0,10.0,0.5000000000000001,1.0,0.9789368540928095,15.0
